,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
1952725,2/9/2010,18:49:00,0.72,0.204,241.53,3.0,0.0
1103173,20/1/2009,19:37:00,1.34,0.078,239.55,5.6,0.0
1287384,28/5/2009,17:48:00,0.254,0.0,241.09,1.2,1.0
1862260,1/7/2010,23:04:00,0.924,0.096,242.71,4.0,6.0
382973,8/9/2007,16:17:00,3.128,0.276,237.02,13.8,42.0
1253396,5/5/2009,03:20:00,0.246,0.0,239.96,1.0,1.0
333216,5/8/2007,03:00:00,0.252,0.13,233.52,1.4,0.0
790753,17/6/2008,20:37:00,1.256,0.104,241.15,5.2,18.0
174703,17/4/2007,01:07:00,0.182,0.0,240.02,0.8,0.0
1423022,30/8/2009,22:26:00,1.418,0.078,240.68,6.0,1.0
1628586,20/1/2010,16:30:00,1.768,0.114,247.05,7.0,20.0
1436156,9/9/2009,01:20:00,0.238,0.0,242.43,1.0,1.0
1845195,20/6/2010,02:39:00,0.244,0.0,241.56,1.0,1.0
1607359,5/1/2010,22:43:00,2.188,0.138,246.2,8.8,22.0
2010852,13/10/2010,03:36:00,0.338,0.064,242.75,1.4,2.0
1886211,18/7/2010,14:15:00,0.252,0.12,240.19,1.2,1.0
186602,25/4/2007,07:26:00,0.846,0.21,235.3,3.6,1.0
1163958,4/3/2009,00:42:00,1.44,0.068,241.73,5.8,18.0
1686987,2/3/2010,05:51:00,0.548,0.116,243.15,2.2,1.0
1122290,3/2/2009,02:14:00,0.242,0.0,248.25,1.0,0.0
1980786,22/9/2010,06:30:00,0.324,0.194,243.2,1.4,1.0
54023,23/1/2007,05:47:00,0.482,0.124,242.87,2.2,0.0
99177,23/2/2007,14:21:00,1.422,0.168,238.05,6.0,18.0
1625366,18/1/2010,10:50:00,1.606,0.136,246.37,6.4,20.0
1707451,16/3/2010,10:55:00,1.51,0.082,242.86,6.2,19.0
1799159,19/5/2010,03:23:00,0.372,0.0,239.93,1.6,1.0
1017205,22/11/2008,02:49:00,0.362,0.086,242.93,1.6,0.0
1302060,7/6/2009,22:24:00,1.424,0.106,239.5,6.0,0.0
703098,17/4/2008,23:42:00,0.282,0.0,242.83,1.2,1.0
116197,7/3/2007,10:01:00,1.402,0.092,238.76,5.8,18.0
516698,10/12/2007,13:02:00,0.468,0.072,243.63,2.2,0.0
618548,19/2/2008,06:32:00,0.256,0.0,241.46,1.0,0.0
888029,24/8/2008,09:53:00,0.174,0.152,241.22,0.8,0.0
681546,3/4/2008,00:30:00,0.256,0.0,239.49,1.0,0.0
912590,10/9/2008,11:14:00,1.418,0.06,236.65,6.0,17.0
664434,22/3/2008,03:18:00,0.288,0.086,242.36,1.2,1.0
1091191,12/1/2009,11:55:00,1.302,0.064,243.37,5.2,18.0
1059245,21/12/2008,07:29:00,0.212,0.058,242.99,0.8,0.0
1170096,8/3/2009,07:00:00,0.216,0.0,243.95,0.8,0.0
1015149,20/11/2008,16:33:00,0.374,0.0,235.83,1.8,1.0
2020422,19/10/2010,19:06:00,3.212,0.232,237.17,14.0,33.0
421871,5/10/2007,16:35:00,0.25,0.046,242.25,1.0,0.0
202735,6/5/2007,12:19:00,1.024,0.278,234.57,5.8,1.0
836863,19/7/2008,21:07:00,0.238,0.104,241.67,1.0,2.0
1606546,5/1/2010,09:10:00,3.666,0.0,241.13,15.2,57.0
593339,1/2/2008,18:23:00,0.64,0.186,239.02,2.8,0.0
761156,28/5/2008,07:20:00,0.39,0.222,238.85,1.8,3.0
358387,22/8/2007,14:31:00,0.208,0.132,240.03,1.0,0.0
466005,5/11/2007,08:09:00,1.618,0.0,241.07,6.6,0.0
1270976,17/5/2009,08:20:00,0.366,0.126,242.08,1.6,1.0
1266974,14/5/2009,13:38:00,0.232,0.0,241.13,1.0,1.0
1438208,10/9/2009,11:32:00,0.238,0.112,241.74,1.0,1.0
1549490,26/11/2009,18:14:00,0.784,0.108,241.76,3.2,1.0
1358371,17/7/2009,00:55:00,0.214,0.102,241.32,1.0,2.0
859747,4/8/2008,18:31:00,2.816,0.046,235.75,12.0,36.0
1821002,3/6/2010,07:26:00,1.51,0.082,240.82,6.2,18.0
474885,11/11/2007,12:09:00,0.54,0.112,241.7,2.2,0.0
754532,23/5/2008,16:56:00,1.348,0.114,240.86,5.6,19.0
1479040,8/10/2009,20:04:00,2.014,0.256,238.95,8.4,3.0
1943915,27/8/2010,15:59:00,4.68,0.378,238.95,19.6,72.0
861071,5/8/2008,16:35:00,0.078,0.0,237.21,0.2,1.0
1428201,3/9/2009,12:45:00,0.33,0.0,243.71,1.4,1.0
863209,7/8/2008,04:13:00,0.872,0.238,238.93,3.8,14.0
148774,30/3/2007,00:58:00,0.288,0.106,242.63,1.2,2.0
1517471,4/11/2009,12:35:00,1.784,0.072,242.35,7.2,18.0
1762827,23/4/2010,21:51:00,0.408,0.234,241.44,1.8,2.0
1801682,20/5/2010,21:26:00,0.384,0.096,242.85,1.6,0.0
2068478,22/11/2010,04:02:00,0.496,0.328,244.55,2.4,1.0
949665,6/10/2008,05:09:00,1.284,0.0,237.26,5.4,18.0
1182975,17/3/2009,05:39:00,0.212,0.052,240.87,0.8,0.0
1867262,5/7/2010,10:26:00,0.338,0.222,244.19,1.6,1.0
1260822,10/5/2009,07:06:00,2.948,0.0,238.09,13.0,0.0
208982,10/5/2007,20:26:00,2.012,0.47,233.98,8.8,18.0
1627528,19/1/2010,22:52:00,1.414,0.0,244.72,5.6,19.0
1454721,21/9/2009,22:45:00,0.318,0.156,246.39,1.4,1.0
1419825,28/8/2009,17:09:00,0.366,0.146,240.77,1.6,3.0
993662,5/11/2008,18:26:00,2.058,0.248,239.09,8.6,2.0
93166,19/2/2007,10:10:00,1.344,0.104,237.43,5.6,17.0
413182,29/9/2007,15:46:00,0.378,0.118,240.14,1.6,1.0
290800,6/7/2007,16:04:00,0.294,0.244,241.57,1.6,1.0
1367289,23/7/2009,05:33:00,0.198,0.102,239.79,0.8,1.0
234176,28/5/2007,08:20:00,0.492,0.168,233.58,2.4,0.0
768384,2/6/2008,07:48:00,2.496,0.156,237.83,10.8,19.0
562599,11/1/2008,10:03:00,1.682,0.0,237.94,7.0,17.0
1951009,1/9/2010,14:13:00,1.424,0.172,237.51,6.0,19.0
729808,6/5/2008,12:52:00,0.436,0.226,240.39,2.0,1.0
48788,19/1/2007,14:32:00,0.35,0.0,244.01,1.6,0.0
127066,14/3/2007,23:10:00,0.958,0.14,242.6,4.0,0.0
1607438,6/1/2010,00:02:00,1.15,0.0,246.1,6.4,12.0
225180,22/5/2007,02:24:00,0.352,0.154,235.45,1.6,1.0
182370,22/4/2007,08:54:00,1.298,0.0,237.63,5.4,17.0
1176229,12/3/2009,13:13:00,1.772,0.176,242.0,7.2,20.0
249013,7/6/2007,15:37:00,0.73,0.0,235.54,3.0,0.0
377663,4/9/2007,23:47:00,0.142,0.0,245.32,0.6,0.0
1257899,8/5/2009,06:23:00,0.448,0.228,241.83,2.0,2.0
932455,24/9/2008,06:19:00,1.474,0.058,237.56,6.2,17.0
604028,9/2/2008,04:32:00,0.302,0.098,244.19,1.2,1.0
1236080,23/4/2009,02:44:00,0.42,0.124,242.55,1.8,1.0
1081023,5/1/2009,10:27:00,1.438,0.0,241.94,5.8,18.0
1091987,13/1/2009,01:11:00,0.422,0.188,246.01,1.8,2.0
1822099,4/6/2010,01:43:00,1.75,0.21,240.4,7.2,20.0
1704901,14/3/2010,16:25:00,0.432,0.12,242.83,1.8,1.0
1078260,3/1/2009,12:24:00,3.79,0.136,240.43,15.8,55.0
677249,31/3/2008,00:53:00,0.264,0.046,246.73,1.0,0.0
1724156,28/3/2010,01:20:00,0.58,0.104,242.25,2.4,1.0
614268,16/2/2008,07:12:00,0.366,0.106,243.49,1.6,0.0
2012694,14/10/2010,10:18:00,1.69,0.326,239.12,7.2,19.0
202193,6/5/2007,03:17:00,1.3,0.0,235.61,5.8,17.0
1800837,20/5/2010,07:21:00,1.596,0.064,240.4,6.6,19.0
1882905,16/7/2010,07:09:00,0.156,0.0,241.57,0.6,0.0
1025117,27/11/2008,14:41:00,1.386,0.0,245.02,5.6,19.0
1308414,12/6/2009,08:18:00,1.436,0.082,238.44,6.0,19.0
873505,14/8/2008,07:49:00,0.162,0.138,239.37,0.8,2.0
385056,10/9/2007,03:00:00,0.196,0.088,238.38,0.8,2.0
2026562,24/10/2010,01:26:00,1.318,0.394,244.23,5.6,5.0
1598202,30/12/2009,14:06:00,1.444,0.09,241.51,6.0,19.0
1508933,29/10/2009,14:17:00,0.806,0.49,242.83,4.0,2.0
363687,26/8/2007,06:51:00,0.336,0.294,242.29,1.8,1.0
1754816,18/4/2010,08:20:00,0.31,0.06,242.38,1.4,1.0
885917,22/8/2008,22:41:00,0.162,0.13,244.46,0.8,1.0
1240613,26/4/2009,06:17:00,1.446,0.118,240.66,6.0,19.0
2063179,18/11/2010,11:43:00,1.432,0.174,238.07,6.0,20.0
1073747,31/12/2008,09:11:00,1.162,0.0,242.91,4.8,0.0
1910405,4/8/2010,09:29:00,0.348,0.24,240.93,1.8,2.0
525366,16/12/2007,13:30:00,1.746,0.2,246.2,7.2,18.0
1989277,28/9/2010,04:01:00,0.218,0.0,241.18,1.0,0.0
1899899,28/7/2010,02:23:00,2.604,0.268,238.41,10.8,37.0
689152,8/4/2008,07:16:00,2.292,0.156,242.48,9.4,21.0
586566,28/1/2008,01:30:00,1.002,0.078,242.25,4.2,0.0
1538182,18/11/2009,21:46:00,3.128,0.198,236.55,14.0,24.0
988428,2/11/2008,03:12:00,1.632,0.08,243.72,6.8,19.0
1208768,4/4/2009,03:32:00,0.4,0.134,243.02,1.8,0.0
1698423,10/3/2010,04:27:00,0.35,0.098,248.49,1.4,0.0
937619,27/9/2008,20:23:00,4.01,0.41,234.68,17.8,31.0
1128790,7/2/2009,14:34:00,3.818,0.082,239.28,15.8,56.0
1545968,24/11/2009,07:32:00,2.996,0.0,239.14,12.4,18.0
713946,25/4/2008,12:30:00,0.256,0.0,243.92,1.0,1.0
1343482,6/7/2009,16:46:00,0.232,0.13,241.09,1.0,1.0
907626,7/9/2008,00:30:00,0.456,0.0,240.13,1.8,1.0
1374175,28/7/2009,00:19:00,0.234,0.132,243.46,1.0,3.0
860511,5/8/2008,07:15:00,1.106,0.206,238.63,4.6,13.0
504426,2/12/2007,00:30:00,1.876,0.576,242.41,8.0,2.0
486677,19/11/2007,16:41:00,0.226,0.0,246.81,1.0,0.0
341612,10/8/2007,22:56:00,0.212,0.12,235.93,1.0,0.0
522272,14/12/2007,09:56:00,1.408,0.13,238.25,5.8,17.0
1455230,22/9/2009,07:14:00,0.45,0.0,243.62,2.0,0.0
1523158,8/11/2009,11:22:00,2.406,0.046,241.29,10.0,18.0
898260,31/8/2008,12:24:00,0.184,0.146,239.05,0.8,0.0
1734685,4/4/2010,08:49:00,1.218,0.44,242.91,5.2,11.0
874538,15/8/2008,01:02:00,0.18,0.152,240.58,0.8,1.0
1429518,4/9/2009,10:42:00,1.414,0.2,238.62,6.0,19.0
752357,22/5/2008,04:41:00,0.192,0.0,239.9,0.8,1.0
1368448,24/7/2009,00:52:00,1.04,0.258,243.21,4.4,12.0
156599,4/4/2007,11:23:00,1.45,0.098,239.51,6.0,19.0
172612,15/4/2007,14:16:00,1.668,0.066,236.61,7.0,1.0
324752,30/7/2007,05:56:00,0.102,0.0,236.47,0.4,0.0
1295896,3/6/2009,15:40:00,0.976,0.162,239.54,4.2,12.0
1860121,30/6/2010,11:25:00,0.868,0.0,239.61,3.6,1.0
819415,7/7/2008,18:19:00,0.218,0.104,238.48,1.0,1.0
345532,13/8/2007,16:16:00,0.196,0.126,237.01,1.0,0.0
348798,15/8/2007,22:42:00,0.28,0.254,243.79,1.4,0.0
2072862,25/11/2010,05:06:00,1.31,0.062,242.44,5.4,18.0
541516,27/12/2007,18:40:00,3.064,0.45,239.58,12.8,0.0
706921,20/4/2008,15:25:00,2.104,0.088,243.94,8.6,30.0
1229035,18/4/2009,05:19:00,0.354,0.0,242.28,1.6,1.0
1253774,5/5/2009,09:38:00,1.75,0.186,239.4,7.2,19.0
1372787,27/7/2009,01:11:00,0.238,0.136,244.27,1.0,2.0
935860,26/9/2008,15:04:00,0.26,0.128,242.9,1.2,1.0
1498594,22/10/2009,09:58:00,1.358,0.0,246.13,5.4,19.0
1888859,20/7/2010,10:23:00,1.344,0.094,238.57,5.6,18.0
1259679,9/5/2009,12:03:00,0.578,0.164,237.67,2.4,2.0
1830220,9/6/2010,17:04:00,1.17,0.398,240.85,5.0,12.0
1311567,14/6/2009,12:51:00,0.218,0.0,241.18,1.0,0.0
372168,1/9/2007,04:12:00,0.112,0.0,238.81,0.4,0.0
1870519,7/7/2010,16:43:00,0.312,0.192,240.86,1.4,2.0
1041837,9/12/2008,05:21:00,1.602,0.0,245.31,6.6,0.0
1905135,31/7/2010,17:39:00,0.252,0.12,240.66,1.2,0.0
1593111,27/12/2009,01:15:00,0.27,0.0,242.39,1.0,1.0
1030840,1/12/2008,14:04:00,0.442,0.054,246.63,2.2,0.0
1403796,17/8/2009,14:00:00,0.144,0.0,240.07,0.6,1.0
345571,13/8/2007,16:55:00,0.192,0.12,234.98,1.0,0.0
1679603,25/2/2010,02:47:00,1.572,0.306,242.65,6.6,21.0
406156,24/9/2007,18:40:00,0.412,0.348,239.75,2.2,1.0
226883,23/5/2007,06:47:00,1.43,0.0,231.72,6.2,16.0
1963538,10/9/2010,07:02:00,1.822,0.18,241.94,7.6,19.0
15531,27/12/2006,12:15:00,1.52,0.364,240.35,6.4,18.0
1556503,1/12/2009,15:07:00,0.446,0.054,247.87,1.8,0.0
1439400,11/9/2009,07:24:00,1.592,0.256,240.07,6.6,20.0
365423,27/8/2007,11:47:00,1.238,0.102,239.85,5.2,18.0
459434,31/10/2007,18:38:00,1.43,0.234,235.99,6.0,18.0
28816,5/1/2007,17:40:00,2.392,0.23,236.02,10.2,18.0
1796391,17/5/2010,05:15:00,0.37,0.104,242.35,1.6,0.0
1548103,25/11/2009,19:07:00,1.728,0.232,239.79,7.2,0.0
1007516,15/11/2008,09:20:00,1.38,0.0,237.67,5.8,18.0
953233,8/10/2008,16:37:00,0.258,0.0,242.65,1.0,1.0
267816,20/6/2007,17:00:00,0.268,0.22,241.15,1.4,1.0
1431103,5/9/2009,13:07:00,1.836,0.468,239.21,7.8,19.0
1415275,25/8/2009,13:19:00,0.26,0.148,243.23,1.2,0.0
353868,19/8/2007,11:12:00,0.102,0.0,239.55,0.4,0.0
202629,6/5/2007,10:33:00,0.318,0.0,234.78,1.6,0.0
1128518,7/2/2009,10:02:00,1.434,0.16,238.61,6.0,20.0
1892213,22/7/2010,18:17:00,0.318,0.21,242.11,1.6,2.0
1079899,4/1/2009,15:43:00,3.24,0.218,242.81,13.4,39.0
71646,4/2/2007,11:30:00,1.416,0.0,238.85,5.8,18.0
1245258,29/4/2009,11:42:00,1.676,0.056,241.06,7.2,19.0
1082330,6/1/2009,08:14:00,2.54,0.186,241.1,10.4,19.0
1535035,16/11/2009,17:19:00,0.224,0.0,239.16,0.8,0.0
529841,19/12/2007,16:05:00,0.258,0.0,247.7,1.0,0.0
473741,10/11/2007,17:05:00,1.3,0.254,242.72,5.4,0.0
1278108,22/5/2009,07:12:00,1.46,0.224,238.89,6.2,20.0
1457054,23/9/2009,13:38:00,1.382,0.22,242.04,5.6,19.0
912022,10/9/2008,01:46:00,0.236,0.096,239.77,1.0,2.0
1556869,1/12/2009,21:13:00,3.116,0.0,240.38,13.0,18.0
1096429,16/1/2009,03:13:00,0.266,0.0,244.89,1.2,0.0
1053583,17/12/2008,09:07:00,1.51,0.086,242.16,6.2,20.0
957620,11/10/2008,17:44:00,0.582,0.098,241.61,2.4,4.0
1207297,3/4/2009,03:01:00,1.448,0.088,241.06,6.0,18.0
1342216,5/7/2009,19:40:00,1.692,0.474,240.99,7.2,20.0
739323,13/5/2008,03:27:00,0.92,0.198,238.8,3.8,12.0
742916,15/5/2008,15:20:00,0.532,0.234,240.5,2.6,0.0
19415,30/12/2006,04:59:00,0.322,0.178,244.69,1.4,0.0
191855,28/4/2007,22:59:00,0.218,0.0,241.18,1.0,0.0
1025536,27/11/2008,21:40:00,2.32,0.108,240.49,9.6,2.0
1540863,20/11/2009,18:27:00,1.16,0.086,238.33,4.8,0.0
1439201,11/9/2009,04:05:00,0.21,0.086,243.24,0.8,0.0
1440865,12/9/2009,07:49:00,1.65,0.1,240.3,6.8,18.0
1361082,18/7/2009,22:06:00,1.274,0.508,237.59,5.8,1.0
30771,7/1/2007,02:15:00,0.34,0.198,247.53,1.6,1.0
1709555,17/3/2010,21:59:00,2.092,0.058,238.69,8.6,18.0
1630051,21/1/2010,16:55:00,0.33,0.11,245.64,1.4,1.0
776166,7/6/2008,17:30:00,1.39,0.228,240.5,5.8,19.0
1318590,19/6/2009,09:54:00,1.288,0.098,239.48,5.4,18.0
1195193,25/3/2009,17:17:00,0.368,0.204,243.38,1.6,0.0
763707,30/5/2008,01:51:00,0.188,0.0,242.0,0.8,0.0
153368,2/4/2007,05:32:00,0.382,0.24,241.97,1.8,1.0
1087567,9/1/2009,23:31:00,0.314,0.098,246.89,1.2,0.0
1765192,25/4/2010,13:16:00,1.922,0.074,237.29,8.0,18.0
1570555,11/12/2009,09:19:00,1.698,0.082,243.23,7.0,18.0
983773,29/10/2008,21:37:00,0.764,0.058,237.49,3.2,0.0
1583452,20/12/2009,08:16:00,3.282,0.092,245.01,13.4,40.0
1929451,17/8/2010,14:55:00,0.334,0.198,240.54,1.6,1.0
1879983,14/7/2010,06:27:00,0.284,0.132,240.22,1.4,1.0
107070,1/3/2007,01:54:00,0.33,0.138,244.46,1.4,0.0
1619798,14/1/2010,14:02:00,0.218,0.0,241.18,1.0,0.0
904483,4/9/2008,20:07:00,1.836,0.256,233.14,7.8,2.0
1029053,30/11/2008,08:17:00,2.09,0.144,242.32,8.6,15.0
203033,6/5/2007,17:17:00,0.598,0.088,235.8,2.6,0.0
1734039,3/4/2010,22:03:00,0.428,0.084,244.58,1.8,1.0
1030457,1/12/2008,07:41:00,2.726,0.0,240.25,11.2,18.0
1335861,1/7/2009,09:45:00,1.356,0.098,237.58,5.6,18.0
1368394,23/7/2009,23:58:00,0.134,0.0,245.86,0.6,1.0
751102,21/5/2008,07:46:00,1.288,0.102,239.63,5.4,20.0
1719494,24/3/2010,19:38:00,1.516,0.376,237.34,6.6,0.0
1872491,9/7/2010,01:35:00,0.268,0.0,241.29,1.2,0.0
1888117,19/7/2010,22:01:00,1.51,0.384,240.1,7.0,1.0
1151984,23/2/2009,17:08:00,0.712,0.046,243.78,2.8,0.0
1546481,24/11/2009,16:05:00,0.924,0.116,244.85,3.8,1.0
1864998,3/7/2010,20:42:00,1.606,0.174,240.38,6.8,19.0
1703875,13/3/2010,23:19:00,1.512,0.234,243.07,6.2,20.0
1808721,25/5/2010,18:45:00,0.306,0.082,240.14,1.2,1.0
1252663,4/5/2009,15:07:00,0.332,0.088,243.86,1.4,1.0
574407,19/1/2008,14:51:00,2.566,0.0,242.8,10.4,39.0
2065220,19/11/2010,21:44:00,1.93,0.0,234.1,8.2,16.0
294387,9/7/2007,03:51:00,0.136,0.0,242.97,0.6,0.0
728770,5/5/2008,19:34:00,0.69,0.226,240.33,3.0,1.0
42797,15/1/2007,10:41:00,1.376,0.116,238.92,5.8,18.0
1104774,21/1/2009,22:18:00,1.014,0.1,243.95,4.4,2.0
379804,6/9/2007,11:28:00,0.196,0.09,238.37,0.8,0.0
1685668,1/3/2010,07:52:00,0.244,0.0,241.86,1.0,0.0
1537500,18/11/2009,10:24:00,0.524,0.382,241.8,2.6,2.0
1562623,5/12/2009,21:07:00,3.492,0.384,237.72,14.8,20.0
1371046,25/7/2009,20:10:00,1.382,0.232,241.07,5.8,18.0
1992768,30/9/2010,14:12:00,0.712,0.062,242.61,2.8,0.0
759872,27/5/2008,09:56:00,1.4,0.0,234.93,6.0,18.0
1152025,23/2/2009,17:49:00,0.69,0.05,243.0,2.8,0.0
198653,3/5/2007,16:17:00,0.26,0.116,235.98,1.2,0.0
18172,29/12/2006,08:16:00,3.296,0.048,238.98,13.8,0.0
425331,8/10/2007,02:15:00,0.322,0.0,241.21,1.4,1.0
205189,8/5/2007,05:13:00,0.22,0.096,235.85,1.0,1.0
1338074,2/7/2009,22:38:00,0.666,0.344,243.07,3.0,2.0
316032,24/7/2007,04:36:00,0.188,0.056,235.73,0.8,0.0
783060,12/6/2008,12:24:00,0.328,0.0,240.55,1.6,1.0
1659797,11/2/2010,08:41:00,1.898,0.058,245.42,7.6,19.0
1374173,28/7/2009,00:17:00,0.234,0.132,243.4,1.0,1.0
1713799,20/3/2010,20:43:00,0.218,0.0,241.18,1.0,0.0
1237052,23/4/2009,18:56:00,0.314,0.0,243.61,1.4,1.0
24061,2/1/2007,10:25:00,0.464,0.138,238.43,2.0,0.0
142515,25/3/2007,16:39:00,3.266,0.332,242.0,13.4,37.0
1336542,1/7/2009,21:06:00,0.842,0.332,243.33,3.6,2.0
206792,9/5/2007,07:56:00,1.194,0.0,232.76,5.0,16.0
181626,21/4/2007,20:30:00,1.352,0.158,235.8,5.8,17.0
1540788,20/11/2009,17:12:00,1.15,0.178,237.22,4.8,2.0
183936,23/4/2007,11:00:00,1.154,0.0,230.81,5.0,16.0
633522,29/2/2008,16:06:00,1.572,0.0,239.98,6.4,17.0
965784,17/10/2008,09:48:00,3.504,0.0,232.88,15.0,53.0
235709,29/5/2007,09:53:00,0.89,0.176,232.09,4.0,2.0
1242881,27/4/2009,20:05:00,1.994,0.0,239.39,8.4,0.0
931939,23/9/2008,21:43:00,0.86,0.0,241.75,3.6,1.0
1562171,5/12/2009,13:35:00,0.406,0.174,241.55,1.8,0.0
1340132,4/7/2009,08:56:00,0.694,0.128,239.91,3.2,10.0
954035,9/10/2008,05:59:00,0.256,0.0,239.37,1.0,1.0
1804400,22/5/2010,18:44:00,0.482,0.236,239.39,2.2,3.0
253996,11/6/2007,02:40:00,0.192,0.07,240.48,0.8,0.0
423481,6/10/2007,19:25:00,3.084,0.454,236.53,13.0,17.0
1562074,5/12/2009,11:58:00,2.016,0.328,242.13,8.8,19.0
1820364,2/6/2010,20:48:00,1.556,0.054,237.78,6.4,18.0
1519219,5/11/2009,17:43:00,0.478,0.28,241.31,2.4,1.0
1566897,8/12/2009,20:21:00,2.39,0.17,242.06,9.8,20.0
2042456,4/11/2010,02:20:00,0.378,0.092,251.83,1.6,1.0
738217,12/5/2008,09:01:00,0.286,0.098,240.88,1.2,1.0
1690162,4/3/2010,10:46:00,0.366,0.116,243.48,1.6,1.0
1327862,25/6/2009,20:26:00,0.468,0.0,238.98,1.8,1.0
1556718,1/12/2009,18:42:00,1.184,0.098,237.8,5.0,0.0
533471,22/12/2007,04:35:00,1.438,0.098,247.61,5.8,20.0
1282158,25/5/2009,02:42:00,0.324,0.1,243.02,1.4,1.0
1572317,12/12/2009,14:41:00,0.366,0.0,250.15,1.4,1.0
723785,2/5/2008,08:29:00,0.342,0.11,240.26,1.4,1.0
1601983,2/1/2010,05:07:00,0.356,0.168,245.59,1.6,1.0
226485,23/5/2007,00:09:00,0.418,0.0,239.13,1.6,3.0
1132176,9/2/2009,23:00:00,0.216,0.0,244.98,0.8,0.0
622856,22/2/2008,06:20:00,0.326,0.094,240.77,1.4,0.0
799926,24/6/2008,05:30:00,0.454,0.164,238.55,2.2,1.0
446132,22/10/2007,12:56:00,1.448,0.206,238.24,6.0,19.0
206957,9/5/2007,10:41:00,1.128,0.0,232.93,4.8,17.0
1350531,11/7/2009,14:15:00,4.118,0.088,238.05,17.2,19.0
1029971,30/11/2008,23:35:00,1.818,0.062,244.29,7.4,18.0
194869,1/5/2007,01:13:00,0.2,0.092,236.67,1.0,1.0
1576790,15/12/2009,17:14:00,1.004,0.064,244.08,4.0,1.0
297019,10/7/2007,23:43:00,0.382,0.242,243.12,1.8,2.0
1267463,14/5/2009,21:47:00,2.666,0.092,234.58,11.4,17.0
83905,12/2/2007,23:49:00,0.228,0.0,243.23,1.0,0.0
327598,1/8/2007,05:22:00,0.42,0.0,236.4,1.8,0.0
308719,19/7/2007,02:43:00,0.124,0.0,235.62,0.6,0.0
418899,3/10/2007,15:03:00,0.718,0.348,238.24,3.4,5.0
1401444,15/8/2009,22:48:00,1.596,0.232,236.9,6.8,2.0
1866622,4/7/2010,23:46:00,0.832,0.204,241.25,3.6,1.0
1640430,28/1/2010,21:54:00,4.236,0.078,236.26,17.8,56.0
1598438,30/12/2009,18:02:00,1.528,0.272,239.23,6.6,1.0
1745025,11/4/2010,13:09:00,1.456,0.076,242.31,6.0,20.0
1172339,9/3/2009,20:23:00,2.694,0.07,238.76,11.2,18.0
1189968,22/3/2009,02:12:00,0.314,0.06,242.37,1.4,0.0
216158,15/5/2007,20:02:00,0.464,0.066,237.94,2.0,0.0
244353,4/6/2007,09:57:00,1.342,0.176,231.97,5.8,17.0
1579239,17/12/2009,10:03:00,1.41,0.072,243.77,5.8,19.0
1422136,30/8/2009,07:40:00,0.994,0.276,241.0,4.2,12.0
456477,29/10/2007,17:21:00,0.302,0.112,243.01,1.2,0.0
973346,22/10/2008,15:50:00,0.924,0.098,239.91,4.0,1.0
984408,30/10/2008,08:12:00,0.676,0.064,240.28,2.8,0.0
1981319,22/9/2010,15:23:00,0.384,0.082,242.38,1.6,0.0
1076559,2/1/2009,08:03:00,0.406,0.19,242.21,1.8,1.0
1829415,9/6/2010,03:39:00,0.38,0.216,242.11,1.8,1.0
617788,18/2/2008,17:52:00,0.228,0.0,242.7,1.0,0.0
480832,15/11/2007,15:16:00,0.408,0.0,239.69,2.0,0.0
370358,30/8/2007,22:02:00,3.286,0.11,236.07,13.8,37.0
1213989,7/4/2009,18:33:00,0.636,0.296,241.65,3.0,0.0
1491457,17/10/2009,11:01:00,4.034,0.182,236.23,17.0,56.0
1695247,7/3/2010,23:31:00,0.752,0.122,246.85,3.2,1.0
628761,26/2/2008,08:45:00,0.316,0.102,238.57,1.4,0.0
1828703,8/6/2010,15:47:00,0.51,0.098,242.76,2.0,2.0
685699,5/4/2008,21:43:00,1.91,0.092,239.04,8.0,18.0
647109,10/3/2008,02:33:00,0.282,0.0,248.21,1.2,0.0
1227003,16/4/2009,19:27:00,3.782,0.056,236.52,16.0,56.0
1902586,29/7/2010,23:10:00,0.236,0.092,244.14,1.0,1.0
1504404,26/10/2009,10:48:00,0.376,0.208,241.06,1.8,1.0
1110361,25/1/2009,19:25:00,2.714,0.278,236.09,11.4,18.0
353395,19/8/2007,03:19:00,0.2,0.136,242.1,1.0,0.0
1671818,19/2/2010,17:02:00,1.416,0.05,243.66,5.8,19.0
966119,17/10/2008,15:23:00,0.584,0.214,244.74,2.6,1.0
1323440,22/6/2009,18:44:00,0.374,0.228,239.74,1.8,2.0
1178171,13/3/2009,21:35:00,1.696,0.092,243.22,7.0,18.0
108321,1/3/2007,22:45:00,0.398,0.246,244.44,1.8,0.0
674463,29/3/2008,02:27:00,0.222,0.046,244.26,1.0,0.0
253206,10/6/2007,13:30:00,2.682,0.43,241.42,11.6,35.0
866353,9/8/2008,08:37:00,0.254,0.25,239.26,1.4,1.0
579893,23/1/2008,10:17:00,1.468,0.054,240.72,6.0,18.0
648728,11/3/2008,05:32:00,0.222,0.0,244.85,0.8,0.0
1122623,3/2/2009,07:47:00,1.542,0.064,239.35,6.4,18.0
1092983,13/1/2009,17:47:00,1.334,0.186,244.06,5.4,0.0
586112,27/1/2008,17:56:00,1.494,0.134,237.0,6.4,1.0
872988,13/8/2008,23:12:00,0.25,0.258,241.54,1.4,1.0
2035309,30/10/2010,03:13:00,0.438,0.252,244.75,2.0,2.0
